image,question,answer
image3073,What is present ?,hand
image3073,Are extremities present?,yes
image3073,What are present?,extremities
image3073,What are present ?,extremities
image3074,Is close-up tumor present?,no
image3074,Is hand present?,yes
image3074,What is present?,hand
image3074,Are pagets disease present?,no
image3074,Are extremities present?,yes
image3074,What are present ?,extremities
image3074,What is present ?,hand
image3074,Does this image show good example exposure not the best but ok Rheumatoid Arthritis?,yes
image3074,What are present?,extremities
image3075,Does this image show syndactyly?,yes
image3075,Does hemorrhage newborn show syndactyly?,no
image3075,What are present?,extremities
image3075,Are extremities present?,yes
image3075,Are arachnodactyly present?,no
image3075,What is present?,foot
image3075,Is hemorrhage in newborn present?,no
image3075,What are present ?,extremities
image3075,What is present ?,Foot
image3075,Is foot present?,yes
image3076,Are extremities present?,yes
image3076,What are present?,extremities
image3076,What are present ?,extremities
image3076,Does this image show club feet with marked talipes equinovarus?,yes
image3077,What is present?,foot
image3077,Does subdiaphragmatic abscess show nice photo of syndactyly?,no
image3077,Are six digits present?,no
image3077,Are extremities present?,yes
image3077,What are present?,extremities
image3077,Is palmar crease normal present?,no
image3077,Does this image show nice photo of syndactyly?,yes
image3077,Is foot present?,yes
image3077,What are present ?,extremities
image3077,What is present ?,Foot
image3078,Does feet show good example source of gout?,no
image3078,What is present ?,hand
image3078,What are present ?,extremities
image3078,Is hand present?,yes
image3078,What is present?,hand
image3078,Are slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?,no
image3078,Are extremities present?,yes
image3078,Does this image show good example source of gout?,yes
image3078,What are present?,extremities
image3078,Is cachexia present?,no
image3079,What is present ?,Gangrene
image3079,Does this image show very good example of focal necrotizing lesions in distal portion of digit associated with bacterial endocarditis?,yes
image3079,Does close-up tumor show very good example of focal necrotizing lesions in distal portion of digit associated with bacterial endocarditis?,no
image3079,What are present?,extremities
image3079,Are extremities present?,yes
image3079,What is present?,hand
image3079,Is hand present?,yes
image3079,Is notochord present?,no
image3079,What is present?,gangrene
image3079,Is gangrene present?,yes
image3079,Are liver with tuberculoid granuloma in glissons present?,no
image3079,How is very good example of focal necrotizing lesions in distal portion of digit associated with  endocarditis ?,bacterial
image3079,What are present ?,extremities
image3079,What is present ?,hand
image3079,Is dysplastic present?,no
image3080,What are present ?,extremities
image3080,Does this image show simian crease?,yes
image3080,What is present ?,hand
image3080,Is hand present?,yes
image3080,What is present?,hand
image3080,Are extremities present?,yes
image3080,What are present?,extremities
image3081,What are present?,extremities
image3081,Does beckwith-wiedemann syndrome show gangrene both hands due to embolism case of av canal with downs syndrome?,no
image3081,What are present ?,extremities
image3081,Does this image show gangrene both hands due to embolism case of av canal with downs syndrome?,yes
image3081,Are extremities present?,yes
image3081,Are nodules present?,no
image3082,"Does this image show kidney, adult polycystic kidney?",yes
image3082,What does this image show?,kidney
image3082,"Does fetus developing very early show kidney, adult polycystic kidney?",no
image3082,Where is this?,urinary
image3083,What does this image show?,kidney
image3083,"Does this image show kidney, adult polycystic kidney?",yes
image3083,"Does muscle show kidney, adult polycystic kidney?",no
image3083,Where is this?,urinary
image3084,Where is this?,urinary
image3084,What does this image show?,kidney
image3084,"Does this image show kidney, microthrombi, thrombotic thrombocytopenic purpura?",yes
image3085,What does this image show?,kidney
image3085,"Does this image show kidney, acute tubular necrosis?",yes
image3085,"Does linear fracture in occiput show kidney, acute tubular necrosis?",no
image3085,Where is this?,urinary
image3086,"Does this image show kidney, thickened and hyalinized basement membranes due to diabetes mellitus, pas?",yes
image3086,Where is this?,urinary
image3087,"Does this image show kidney, thickened and hyalinized basement membranes due to diabetes mellitus, pas?",yes
image3087,Where is this?,urinary
image3088,"Does this image show kidney, normal histology?",yes
image3088,Where is this?,urinary
image3088,What does this image show?,kidney
image3088,"Does anencephaly and bilateral cleft palate show kidney, normal histology?",no
image3089,Is kidney present?,yes
image3089,Is polycystic disease infant present?,yes
image3089,Where is this?,urinary
image3089,What is present?,kidney
image3089,Does this image show abortive glomeruli?,yes
image3090,"Does this image show kidney, adult polycystic kidney?",yes
image3090,"Does molluscum contagiosum show kidney, adult polycystic kidney?",no
image3090,Where is this?,urinary
image3090,What does this image show?,kidney
image3091,Where is this?,urinary
image3091,Is urinary present?,yes
image3091,What is present?,urinary
image3091,"Does bone, skull show squamous metaplasia, renal pelvis due to nephrolithiasis?",no
image3091,"Does this image show squamous metaplasia, renal pelvis due to nephrolithiasis?",yes
image3091,Is astrocytoma present?,no
image3092,Where is this?,urinary
image3092,Is all the fat necrosis present?,no
image3092,Is urinary present?,yes
image3092,What is present?,urinary
image3092,"Does this image show squamous metaplasia, renal pelvis due to nephrolithiasis?",yes
image3092,"Does this fixed tissue show squamous metaplasia, renal pelvis due to nephrolithiasis?",no
image3093,Where is this?,urinary
image3093,Does normal newborn show kidney transplant rejection?,no
image3093,Does this image show kidney transplant rejection?,yes
image3094,"Does this image show kidney, kw kimmelstiel-wilson?",yes
image3094,What does this image show?,kidney
image3094,Where is this?,urinary
image3095,Where is this?,urinary
image3095,"Does myocardium show kidney, polyarteritis nodosa?",no
image3095,"Does this image show kidney, polyarteritis nodosa?",yes
image3095,What does this image show?,kidney
image3096,"Does this image show kidney, diabetic glomerulosclerosis?",yes
image3096,Where is this?,urinary
image3096,What does this image show?,kidney
image3097,Where is this?,urinary
image3097,Does good example of muscle atrophy show kidney transplant rejection?,no
image3097,Does this image show kidney transplant rejection?,yes
image3098,Where is this?,urinary
image3098,Is urinary present?,yes
image3098,What is present?,urinary
image3098,"Does decubitus ulcer show renal pelvis, squamous metaplasia due to chronic urolithiasis?",no
image3098,"Does this image show renal pelvis, squamous metaplasia due to chronic urolithiasis?",yes
image3098,Is spinal column present?,no
image3099,What is present?,kidney
image3099,What is present?,sarcoidosis
image3099,Does this image show giant cells and fibrosis?,yes
image3099,Is kidney present?,yes
image3099,Where is this?,urinary
image3099,Is sarcoidosis present?,yes
image3100,"Does this image show kidney glomerulus, kimmelstiel-wilson nodules in a patient with diabetes mellitus?",yes
image3100,Where is this?,urinary
image3101,Where is this?,urinary
image3101,Is case of peritonitis slide present?,no
image3101,Is urinary present?,yes
image3101,What is present?,urinary
image3101,Does linear fracture in occiput show atn acute tubular necrosis?,no
image3101,Does this image show atn acute tubular necrosis?,yes
image3102,Is kidney present?,yes
image3102,What is present?,cytomegalovirus
image3102,Where is this?,urinary
image3102,What is present?,kidney
image3102,Is cytomegalovirus present?,yes
image3103,Where is this?,urinary
image3103,"Does this image show kidney, arteriolonephrosclerosis, malignant hypertension?",yes
image3103,What does this image show?,kidney
image3104,What is present?,kidney
image3104,Does this image show pas-alcian blue?,yes
image3104,Is cytomegalovirus present?,yes
image3104,What is present?,cytomegalovirus
image3104,Is kidney present?,yes
image3104,Where is this?,urinary
image3105,"Does this image show renal pelvis, squamous metaplasia due to chronic urolithiasis?",yes
image3105,Where is this?,urinary
image3105,Is urinary present?,yes
image3105,Is papillary astrocytoma present?,no
image3105,What is present?,urinary
image3106,"How is kidney , microthrombi , disseminated  coagulation ?",intravascular
image3106,Where is this?,urinary
image3106,"Does this image show kidney, microthrombi, disseminated intravascular coagulation?",yes
image3106,What does this image show?,kidney
image3107,Is sac removed easily seen air bubbles?,no
image3107,Does purulent sinusitis show opened chest with Breast plate removed easily seen air bubbles?,no
