image,question,answer
image2145,Does this image show mild-to-moderate acute rejection?,yes
image2145,Does that show mild-to-moderate acute rejection?,no
image2146,Is peritoneum present?,no
image2146,What is present ?,liver
image2146,Is hepatobiliary present?,yes
image2146,What is present?,hepatobiliary
image2146,Does krukenberg tumor show primary biliary cirrhosis?,no
image2146,Does this image show primary biliary cirrhosis?,yes
image2146,Is liver present?,yes
image2146,Is aldehyde fuscin present?,no
image2146,What is present?,liver
image2146,What is present ?,hepatobiliary
image2147,Does acute lymphocytic leukemia show resolving acute rejection?,no
image2147,Does this image show resolving acute rejection?,yes
image2147,Is traumatic rupture present?,no
image2147,Is liver present?,yes
image2147,What is present?,liver
image2147,Is heel ulcer present?,no
image2147,Is hepatobiliary present?,yes
image2147,What is present?,hepatobiliary
image2148,"Does cytomegaly show polyarteritis nodosa, kidney arteriogram?",no
image2148,"Does this image show polyarteritis nodosa, kidney arteriogram?",yes
image2148,Where is this?,urinary
image2149,Where is this?,skin
image2149,Is opened larynx present?,no
image2149,Is inguinal area present?,yes
image2149,Does cachexia show multiple ulcerative lesions rectum primary excellent?,no
image2149,Does this image show multiple ulcerative lesions rectum primary excellent?,yes
image2150,Where is this?,skin
image2150,Is hypopharyngeal edema present?,no
image2150,Is seborrheic keratosis present?,yes
image2151,Was carcinoma metastatic lung from the scrotal skin?,no
image2151,Was typical cheese like yellow content and thin fibrous capsule this lesion from the scrotal skin?,yes
image2151,Does this image show cut surface typical cheese like yellow content and thin fibrous capsule this lesion was from the scrotal skin?,yes
image2151,Does % show cut surface typical cheese like yellow content and thin fibrous capsule this lesion was from the scrotal skin?,no
image2151,Where is this?,skin
image2151,Is hilar cell tumor present?,no
image2151,How was cut surface typical cheese like yellow content and thin fibrous capsule this lesion from the  skin?,scrotal
image2151,Is sebaceous cyst present?,yes
image2152,Where is this?,skin
image2153,"Does this image show squamous cell carcinoma, lip?",yes
image2153,Where is this?,skin
image2153,"Does spinal fluid show squamous cell carcinoma, lip?",no
image2154,"Does metastatic carcinoma oat cell show meningococcemia, petechia?",no
image2154,Where is this?,skin
image2154,What does this image show?,meningococcemia
image2154,"Does this image show meningococcemia, petechia?",yes
image2155,Where is this?,skin
image2156,What is present?,petechiae
image2156,Does mucinous cystadenocarcinoma show lesions well shown?,no
image2156,Does this image show lesions well shown?,yes
image2156,Is this typical thecoma with yellow foci present?,no
image2156,Where is this?,skin
image2156,Is petechiae present?,yes
image2157,Where is this?,skin
image2158,Do glomerulosa burn?,no
image2158,Where is this?,skin
image2158,Does hypersegmented neutrophil show thermal burn?,no
image2158,Does this image show thermal burn?,yes
image2158,What burn?,thermal
image2158,Do thermal burn?,yes
image2159,What does this image show?,skin
image2159,"Does this image show skin, neurofibromatosis?",yes
image2159,Where is this?,skin
image2159,"Does craniopharyngioma show skin, neurofibromatosis?",no
image2160,What burn?,thermal
image2160,Where is this?,skin
image2160,Do serous cystadenoma burn?,no
image2160,Do thermal burn?,yes
image2160,Does this image show thermal burn?,yes
image2160,Does lymphoblastic lymphoma show thermal burn?,no
image2161,Where is this?,skin
image2162,Where is this?,skin
image2162,Does necrotic appearing centers look like pyoderma gangrenosum?,yes
image2163,Is multiple myeloma present?,yes
image2163,Does this image show multiple nodular lesions infiltrating neoplastic plasma cells?,yes
image2163,Where is this?,skin
image2164,Does close-up show skin?,no
image2164,What is rocky mountain spotted?,fever
image2164,Where is this?,skin
image2164,"Is rocky mountain spotted fever, morbilliform rash?",yes
image2164,"Is anencephaly and bilateral cleft palate spotted fever, morbilliform rash?",no
image2164,What does this image show?,skin
image2164,Does this image show skin?,yes
image2165,Where is this?,skin
image2165,Is petechiae present?,yes
image2165,What is present?,petechiae
image2165,Does excellent example show good close-up of lesions?,no
image2165,Does this image show good close-up of lesions?,yes
image2165,Is ulcer present?,no
image2166,Where is this?,skin
image2166,Does this image show but not good color many petechial and purpuric hemorrhages case of stcell leukemia?,yes
image2167,How is not the best color white mane with nicely shown lesion about  shoulder ?,right
image2167,Where is this?,skin
image2167,Is contusion and abrasion focus present?,yes
image2168,Does this image show neurofibromatosis-cafe-au-lait pigmentation?,yes
image2168,Does normal ovary show neurofibromatosis-cafe-au-lait pigmentation?,no
image2168,Where is this?,skin
image2169,Where is this?,skin
image2169,What does this image show?,neurofibromatosis
image2169,Does this image show neurofibromatosis?,yes
image2169,Does malformed base show neurofibromatosis?,no
image2170,Where is this?,skin
image2171,What is present?,Ecchymosis
image2171,Does this image show lesion on forearm?,yes
image2171,Is Ecchymosis present?,yes
image2171,Where is this?,skin
image2172,Is toxic epidermal necrolysis present?,yes
image2172,Is large gland present?,no
image2172,Where is this?,skin
image2173,"Does micrognathia triploid fetus show skin, kaposis 's sarcoma?",no
image2173,Where is this?,skin
image2173,"Does this image show skin, kaposis 's sarcoma?",yes
image2173,What does this image show?,skin
image2174,Is edema due to disseminated intravascular coagulation present?,yes
image2174,Where is this?,skin
image2174,How is view of face showing  edema ?,grotesque
image2174,Is view of face showing grotesque edema?,yes
image2174,Does this image show burn case with view of face showing grotesque edema?,yes
image2175,What does this image show?,neurofibromatosis-macroglossi
image2175,Does this image show neurofibromatosis-macroglossi?,yes
image2175,Does omphalocele show neurofibromatosis-macroglossi?,no
image2175,Where is this?,skin
image2176,Does this image show bacterial dematitis at site of skin biopsy?,yes
image2176,Where is this?,skin
image2176,Does glioma show bacterial dematitis at site of skin biopsy?,no
image2177,"Does neuronophagia show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no
image2177,"Does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes
image2177,Where is this?,skin
image2178,What does this image show?,skin
image2178,Where is this?,skin
image2178,"Does there show skin, kaposis 's sarcoma?",no
image2178,"Does this image show skin, kaposis 's sarcoma?",yes
image2179,Where is this?,skin
image2179,Does supernumerary digits show panniculitis and fascitis?,no
image2179,Does this image show panniculitis and fascitis?,yes
image2180,What does this image show?,meningococcemia
image2180,"Does spleen show meningococcemia, petechia?",no
image2180,Where is this?,skin
image2180,"Does this image show meningococcemia, petechia?",yes
image2181,"Does this image show meningococcemia, petechia?",yes
image2181,"Does excellent vertebral body primary show meningococcemia, petechia?",no
image2181,Where is this?,skin
image2181,What does this image show?,meningococcemia
image2182,Where is this?,skin
image2182,Does previous slide from this case show squamous cell carcinoma of the lip?,no
image2182,Does this image show squamous cell carcinoma of the lip?,yes
image2183,Where is this?,skin
image2183,Does this image show cryptococcal dematitis?,yes
image2183,Does newborn cord around neck show cryptococcal dematitis?,no
image2184,What is present?,petechiae
image2184,Where is this?,skin
image2185,Where is this?,skin
image2185,"Does right leaf of diaphragm show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no
image2185,"Does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes
image2186,Where is this?,skin
image2187,Where is this?,skin
image2188,Where is this?,skin
image2189,Does this image show large necrotic ulcer over sacrum?,yes
image2189,Where is this?,skin
image2189,Is omentum present?,no
image2189,Is decubitus ulcer present?,yes
image2189,Does neuronophagia show large necrotic ulcer over sacrum?,no
image2190,Is lymphoblastic lymphoma present?,yes
image2190,Are fixed tissue lateral view of vertebral bodies with many in this file?,no
image2190,What are appearing skin nodules infiltrates 4 month old child several slides from this case are in this file?,lymphoma
image2190,Is coronary atherosclerosis present?,no
image2190,Where is this?,skin
image2191,Does this image show upper portion of body with many tattoos?,yes
image2191,Does glomerulosa show upper portion of body with many tattoos?,no
image2191,Where is this?,skin
image2192,Does this image show leg excellent example of skin hemorrhages?,yes
image2192,Where is this?,skin
image2192,"Is penis, testicles present?",no
image2192,Is petechial and purpuric hemorrhages present?,yes
image2192,Does fallopian tube show leg excellent example of skin hemorrhages?,no
image2193,Is cytomegalic inclusion virus infection in infant present?,yes
image2193,Where is this?,skin
image2193,Is ameloblastoma present?,no
image2193,Does this image show face jaundice and multiple petechial and purpuric hemorrhages?,yes
